Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score,Predikat,Kelompok_Jam_Belajar,Kelompok_Kehadiran,Kelompok_Stres
23,Female,3.41,87.6,8.0,3.6,6.0,3.23,Yes,Hybrid,Good,Good,Yes,1,Low,5.6,87.05,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
17,Female,3.12,82.9,7.5,2.1,3.7,2.94,No,Hybrid,Poor,Good,No,2,Middle,2.7,63.74,Cukup (60-75),2-4 jam,80-90%,Rendah (1-3)
18,Male,5.61,82.6,9.6,7.0,3.2,2.32,Yes,Online,Average,Good,No,1,High,9.2,95.76,Sangat Baik (>90),4-6 jam,80-90%,Sangat Tinggi (7-10)
21,Female,5.46,90.6,5.1,5.5,4.0,3.25,No,Offline,Good,Good,No,2,Middle,2.7,90.02,Sangat Baik (>90),4-6 jam,>90%,Tinggi (5-7)
21,Female,3.64,60.9,6.5,3.5,3.6,2.45,Yes,Hybrid,Average,Good,No,0,Middle,7.0,96.23,Sangat Baik (>90),2-4 jam,60-70%,Sedang (3-5)
19,Male,3.51,51.2,6.4,6.0,5.5,3.1,No,Offline,Average,Average,Yes,1,High,9.2,98.32,Sangat Baik (>90),2-4 jam,<60%,Tinggi (5-7)
22,Female,3.57,80.3,8.6,8.4,3.7,1.59,Yes,Hybrid,Poor,Average,No,0,High,7.8,51.67,Kurang (<60),2-4 jam,80-90%,Sangat Tinggi (7-10)
21,Male,5.67,67.2,6.7,4.6,4.6,3.98,No,Offline,Average,Average,Yes,2,Middle,3.9,91.96,Sangat Baik (>90),4-6 jam,60-70%,Sedang (3-5)
22,Female,6.63,85.9,4.1,7.5,3.3,2.96,Yes,Online,Average,Average,No,2,High,7.2,84.64,Baik (75-90),6-8 jam,80-90%,Sangat Tinggi (7-10)
22,Male,4.8,74.6,6.6,1.4,3.1,2.06,No,Hybrid,Poor,Poor,No,4,Middle,5.1,91.74,Sangat Baik (>90),4-6 jam,70-80%,Rendah (1-3)
20,Male,3.23,78.5,8.2,5.0,2.6,2.75,No,Hybrid,Poor,Good,No,1,Middle,2.3,73.52,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
20,Female,6.43,81.7,8.2,4.0,4.2,3.29,No,Online,Good,Excellent,Yes,2,High,5.9,94.95,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
20,Male,10.22,71.3,6.5,1.4,2.8,2.19,Yes,Offline,Poor,Good,No,0,Low,4.4,70.82,Cukup (60-75),> 8 jam,70-80%,Rendah (1-3)
20,Male,8.2,85.7,5.8,6.7,3.0,3.68,Yes,Offline,Poor,Good,Yes,2,Low,3.1,91.4,Sangat Baik (>90),> 8 jam,80-90%,Tinggi (5-7)
19,Female,3.0,76.4,6.4,4.5,3.9,2.81,No,Offline,Good,Good,No,2,Low,3.7,75.27,Baik (75-90),2-4 jam,70-80%,Sedang (3-5)
21,Male,6.53,73.1,6.8,6.3,3.8,2.29,No,Offline,Good,Good,No,1,Low,4.6,87.71,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
20,Male,4.77,74.7,9.0,6.5,4.6,3.07,Yes,Offline,Poor,Good,Yes,2,Low,6.3,73.43,Cukup (60-75),4-6 jam,70-80%,Tinggi (5-7)
23,Female,4.81,91.9,6.3,5.8,6.2,3.08,No,Offline,Average,Excellent,Yes,1,High,3.7,82.76,Baik (75-90),4-6 jam,>90%,Tinggi (5-7)
17,Female,4.49,78.5,7.6,3.4,5.1,3.64,Yes,Offline,Good,Average,Yes,1,High,3.8,95.3,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
20,Female,3.4,84.6,8.4,4.6,4.7,3.53,No,Offline,Poor,Average,No,2,Low,9.4,84.52,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
21,Female,2.02,73.2,6.6,4.7,2.6,2.95,No,Hybrid,Average,Average,No,1,Middle,6.2,67.76,Cukup (60-75),2-4 jam,70-80%,Sedang (3-5)
20,Male,5.89,75.7,5.6,6.3,4.0,2.92,No,Hybrid,Poor,Good,No,2,Middle,5.4,90.18,Sangat Baik (>90),4-6 jam,70-80%,Tinggi (5-7)
19,Male,3.01,68.5,6.4,4.9,2.2,3.1,No,Offline,Poor,Excellent,No,0,Middle,3.8,71.31,Cukup (60-75),2-4 jam,60-70%,Sedang (3-5)
18,Male,3.94,83.6,7.2,6.2,4.5,2.02,Yes,Offline,Average,Average,No,0,Low,4.3,54.89,Kurang (<60),2-4 jam,80-90%,Tinggi (5-7)
18,Female,4.26,79.7,7.3,3.9,5.7,3.3,Yes,Offline,Good,Average,No,2,Middle,6.0,92.86,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
21,Female,5.21,76.2,6.5,6.7,1.7,1.97,No,Offline,Good,Excellent,No,1,Middle,7.1,69.62,Cukup (60-75),4-6 jam,70-80%,Tinggi (5-7)
23,Female,4.16,94.9,8.1,4.1,4.7,2.81,No,Offline,Poor,Good,Yes,3,Middle,7.1,81.7,Baik (75-90),4-6 jam,>90%,Sedang (3-5)
18,Female,4.73,76.8,5.4,1.8,1.8,3.0,No,Offline,Poor,Good,No,2,Middle,4.3,83.78,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
24,Female,4.18,86.5,6.4,4.5,4.3,2.96,Yes,Offline,Poor,Excellent,No,3,Low,5.9,89.92,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
18,Male,5.53,92.5,6.8,5.0,5.4,3.46,No,Hybrid,Average,Good,Yes,2,High,1.0,93.37,Sangat Baik (>90),4-6 jam,>90%,Tinggi (5-7)
17,Male,5.73,75.1,6.9,5.2,5.7,2.78,No,Offline,Average,Good,No,0,High,5.4,81.9,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
21,Male,7.93,89.4,5.8,1.6,4.7,2.47,Yes,Hybrid,Average,Poor,No,1,Middle,5.6,89.52,Baik (75-90),6-8 jam,80-90%,Rendah (1-3)
23,Male,6.14,83.8,7.1,6.1,7.0,3.58,Yes,Online,Average,Average,Yes,2,High,2.7,93.68,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
21,Female,3.9,86.8,6.8,5.4,3.0,3.18,No,Hybrid,Poor,Good,Yes,1,Middle,6.0,83.96,Baik (75-90),2-4 jam,80-90%,Tinggi (5-7)
18,Male,6.15,99.8,6.4,4.9,4.9,2.81,Yes,Online,Good,Good,No,2,Middle,3.8,88.92,Baik (75-90),6-8 jam,>90%,Sedang (3-5)
18,Female,6.85,71.6,7.1,6.6,5.4,2.73,No,Hybrid,Poor,Excellent,No,2,Middle,4.7,78.34,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
18,Female,3.91,68.0,7.7,5.1,3.5,2.45,No,Online,Poor,Excellent,No,2,Middle,3.9,85.4,Baik (75-90),2-4 jam,60-70%,Tinggi (5-7)
22,Male,3.95,90.9,7.8,2.3,3.7,3.67,No,Hybrid,Average,Excellent,No,3,High,6.3,90.37,Sangat Baik (>90),2-4 jam,>90%,Rendah (1-3)
19,Male,0.58,63.7,6.6,2.1,3.7,3.96,No,Hybrid,Average,Average,Yes,1,High,3.9,81.45,Baik (75-90),0-2 jam,60-70%,Rendah (1-3)
20,Male,7.99,72.0,7.5,6.7,5.8,4.0,No,Offline,Average,Excellent,Yes,2,Middle,3.4,86.31,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
24,Male,5.33,79.4,10.0,1.1,3.9,3.52,No,Online,Good,Good,Yes,3,Low,2.1,98.96,Sangat Baik (>90),4-6 jam,70-80%,Rendah (1-3)
19,Female,7.71,83.0,8.0,7.3,4.5,3.16,No,Hybrid,Good,Average,No,2,Middle,3.2,93.25,Sangat Baik (>90),6-8 jam,80-90%,Sangat Tinggi (7-10)
21,Male,2.02,80.2,8.8,2.6,1.0,2.94,No,Offline,Average,Good,No,3,High,4.1,93.52,Sangat Baik (>90),2-4 jam,80-90%,Rendah (1-3)
24,Female,0.4,73.8,6.5,3.3,4.7,2.35,No,Online,Average,Poor,Yes,2,Low,6.2,71.36,Cukup (60-75),0-2 jam,70-80%,Sedang (3-5)
17,Female,5.66,76.3,8.3,6.4,4.4,2.9,Yes,Offline,Poor,Average,No,0,Middle,4.5,65.45,Cukup (60-75),4-6 jam,70-80%,Tinggi (5-7)
20,Female,3.38,83.6,8.0,3.5,4.8,3.11,No,Offline,Poor,Excellent,No,1,High,5.6,73.98,Cukup (60-75),2-4 jam,80-90%,Sedang (3-5)
17,Female,5.38,64.4,5.9,2.3,3.2,2.95,No,Online,Average,Good,Yes,2,Low,5.2,86.38,Baik (75-90),4-6 jam,60-70%,Rendah (1-3)
23,Male,3.51,81.4,7.0,4.0,4.4,1.64,No,Hybrid,Poor,Average,No,3,High,3.8,72.36,Cukup (60-75),2-4 jam,80-90%,Sedang (3-5)
22,Male,6.67,48.9,6.7,3.3,4.1,3.56,Yes,Hybrid,Average,Good,No,2,Low,3.4,99.74,Sangat Baik (>90),6-8 jam,<60%,Sedang (3-5)
21,Male,4.4,78.9,6.6,5.7,5.5,3.65,No,Online,Poor,Excellent,Yes,1,Middle,4.0,88.54,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
22,Male,4.73,83.8,6.0,2.8,4.9,2.66,No,Online,Poor,Good,No,2,High,5.1,75.61,Baik (75-90),4-6 jam,80-90%,Rendah (1-3)
21,Female,6.01,68.9,7.7,4.2,3.5,3.47,No,Hybrid,Good,Average,Yes,2,Middle,3.2,89.55,Baik (75-90),6-8 jam,60-70%,Sedang (3-5)
17,Female,4.17,73.0,7.1,3.3,0.5,1.94,No,Offline,Poor,Average,Yes,2,Low,4.3,83.07,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
17,Male,4.3,87.0,8.1,2.2,5.2,2.69,Yes,Online,Average,Average,Yes,2,High,3.4,99.97,Sangat Baik (>90),4-6 jam,80-90%,Rendah (1-3)
17,Male,7.52,93.5,5.1,3.2,1.8,2.73,Yes,Online,Poor,Excellent,No,3,Low,6.7,90.92,Sangat Baik (>90),6-8 jam,>90%,Sedang (3-5)
21,Male,4.88,66.9,7.9,7.7,4.4,2.78,No,Hybrid,Good,Good,Yes,0,Middle,5.0,76.5,Baik (75-90),4-6 jam,60-70%,Sangat Tinggi (7-10)
18,Female,5.5,82.3,6.3,4.7,3.4,2.49,No,Offline,Poor,Good,No,1,Middle,7.1,74.13,Cukup (60-75),4-6 jam,80-90%,Sedang (3-5)
17,Female,6.05,83.9,8.2,2.4,3.2,3.09,No,Offline,Average,Good,No,2,Middle,6.0,91.66,Sangat Baik (>90),6-8 jam,80-90%,Rendah (1-3)
22,Female,5.28,67.7,7.2,3.2,0.5,1.5,No,Offline,Average,Excellent,No,3,Middle,2.6,81.03,Baik (75-90),4-6 jam,60-70%,Sedang (3-5)
23,Female,6.08,80.8,7.0,5.8,0.7,2.71,Yes,Hybrid,Average,Good,No,2,Middle,3.5,90.83,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
20,Male,8.84,86.3,5.7,6.0,2.7,2.42,No,Online,Average,Good,Yes,1,Low,5.9,92.89,Sangat Baik (>90),> 8 jam,80-90%,Tinggi (5-7)
21,Male,7.22,90.3,6.8,5.1,5.4,3.62,Yes,Offline,Poor,Average,No,1,Middle,4.0,93.95,Sangat Baik (>90),6-8 jam,>90%,Tinggi (5-7)
24,Male,2.29,87.6,4.6,4.0,5.5,2.66,Yes,Hybrid,Good,Poor,Yes,3,Low,4.4,80.83,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
22,Male,0.72,96.0,6.7,5.4,3.5,3.75,No,Offline,Good,Excellent,No,2,Low,6.2,73.26,Cukup (60-75),0-2 jam,>90%,Tinggi (5-7)
19,Female,3.35,100.0,6.9,3.9,2.6,3.36,No,Offline,Poor,Excellent,No,3,Middle,5.7,87.92,Baik (75-90),2-4 jam,>90%,Sedang (3-5)
23,Female,0.4,69.6,6.5,7.0,2.9,4.0,Yes,Hybrid,Average,Excellent,No,0,Middle,6.3,54.14,Kurang (<60),0-2 jam,60-70%,Sangat Tinggi (7-10)
19,Female,1.39,82.2,7.0,5.4,2.7,3.16,No,Hybrid,Good,Excellent,Yes,2,Middle,5.6,60.46,Cukup (60-75),0-2 jam,80-90%,Tinggi (5-7)
20,Female,3.0,64.0,6.9,5.9,3.3,3.06,Yes,Offline,Poor,Excellent,No,0,Middle,1.3,77.37,Baik (75-90),2-4 jam,60-70%,Tinggi (5-7)
18,Male,3.16,73.4,7.9,6.8,5.0,2.67,No,Hybrid,Poor,Good,Yes,1,Middle,6.8,49.15,Kurang (<60),2-4 jam,70-80%,Tinggi (5-7)
17,Male,5.41,70.7,7.2,4.6,2.6,3.17,No,Online,Poor,Excellent,Yes,2,Middle,2.8,99.94,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
21,Female,5.96,84.1,8.7,5.6,4.0,4.0,Yes,Offline,Average,Good,Yes,2,Middle,2.3,92.68,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
22,Female,9.36,100.0,6.3,4.0,3.5,2.4,No,Online,Average,Average,Yes,3,High,3.1,98.7,Sangat Baik (>90),> 8 jam,>90%,Sedang (3-5)
24,Male,3.65,65.2,7.5,9.1,2.9,3.28,No,Online,Average,Average,No,1,Middle,5.0,65.72,Cukup (60-75),2-4 jam,60-70%,Sangat Tinggi (7-10)
17,Female,3.86,85.1,7.9,5.8,2.2,3.64,No,Hybrid,Good,Excellent,No,2,High,4.1,92.4,Sangat Baik (>90),2-4 jam,80-90%,Tinggi (5-7)
22,Female,5.49,74.9,7.1,4.7,2.4,2.76,No,Offline,Good,Average,Yes,2,Low,3.3,93.85,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
21,Male,7.22,88.9,7.3,7.6,3.8,3.18,No,Online,Average,Excellent,No,1,High,4.0,99.95,Sangat Baik (>90),6-8 jam,80-90%,Sangat Tinggi (7-10)
19,Female,4.54,86.8,8.8,4.2,1.6,2.5,Yes,Offline,Good,Poor,Yes,3,Middle,3.7,98.27,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
17,Male,3.27,70.7,7.5,6.0,3.8,3.05,No,Hybrid,Good,Average,No,1,Middle,6.4,82.98,Baik (75-90),2-4 jam,70-80%,Tinggi (5-7)
20,Female,1.1,71.3,7.0,4.8,5.7,3.14,Yes,Offline,Average,Average,No,2,High,5.2,60.3,Cukup (60-75),0-2 jam,70-80%,Sedang (3-5)
18,Female,6.71,61.5,7.8,4.7,2.5,3.16,No,Hybrid,Average,Poor,No,2,Low,6.0,99.78,Sangat Baik (>90),6-8 jam,60-70%,Sedang (3-5)
18,Male,8.13,84.6,7.0,4.8,4.4,1.9,No,Offline,Average,Average,No,0,Low,6.2,90.77,Sangat Baik (>90),> 8 jam,80-90%,Sedang (3-5)
23,Male,8.65,89.9,6.2,1.5,2.6,1.94,Yes,Online,Poor,Excellent,Yes,3,Middle,3.9,97.69,Sangat Baik (>90),> 8 jam,80-90%,Rendah (1-3)
22,Male,8.81,84.1,7.9,4.1,2.0,1.5,Yes,Hybrid,Average,Poor,No,3,High,3.7,88.11,Baik (75-90),> 8 jam,80-90%,Sedang (3-5)
17,Male,5.96,71.4,6.5,2.7,4.3,3.9,Yes,Hybrid,Average,Average,No,4,Middle,2.7,96.74,Sangat Baik (>90),4-6 jam,70-80%,Rendah (1-3)
17,Female,6.78,82.7,7.7,4.5,4.0,2.4,Yes,Offline,Average,Poor,No,0,Middle,7.5,77.4,Baik (75-90),6-8 jam,80-90%,Sedang (3-5)
23,Female,2.39,64.3,6.8,4.8,1.8,1.97,No,Hybrid,Good,Good,Yes,0,Middle,7.1,68.42,Cukup (60-75),2-4 jam,60-70%,Sedang (3-5)
18,Male,5.89,68.9,7.6,5.1,6.4,3.32,No,Online,Poor,Good,No,2,Low,3.3,78.42,Baik (75-90),4-6 jam,60-70%,Tinggi (5-7)
19,Male,4.33,86.1,8.2,8.6,4.5,3.39,No,Hybrid,Poor,Good,No,2,Middle,5.9,84.06,Baik (75-90),4-6 jam,80-90%,Sangat Tinggi (7-10)
21,Male,7.1,84.9,5.0,4.1,1.6,2.88,No,Offline,Average,Average,No,3,Middle,2.2,98.87,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
20,Male,3.97,79.2,8.4,5.8,4.5,2.97,Yes,Offline,Average,Average,No,1,Middle,5.0,81.57,Baik (75-90),2-4 jam,70-80%,Tinggi (5-7)
23,Male,4.59,80.3,5.7,3.6,5.9,2.33,No,Hybrid,Average,Good,No,3,Middle,6.2,74.85,Cukup (60-75),4-6 jam,80-90%,Sedang (3-5)
24,Male,3.39,71.6,7.2,5.3,4.0,3.09,No,Offline,Good,Excellent,No,4,Low,7.3,73.13,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
24,Female,8.65,94.1,8.0,3.8,1.5,3.42,Yes,Offline,Average,Average,Yes,2,Middle,4.6,86.73,Baik (75-90),> 8 jam,>90%,Sedang (3-5)
22,Male,5.26,91.3,7.8,4.8,3.4,3.26,No,Online,Average,Good,No,3,High,3.3,97.18,Sangat Baik (>90),4-6 jam,>90%,Sedang (3-5)
23,Female,3.05,70.1,9.9,2.3,5.8,4.0,Yes,Hybrid,Poor,Average,Yes,2,Low,4.2,88.55,Baik (75-90),2-4 jam,70-80%,Rendah (1-3)
20,Female,4.26,90.3,6.3,2.0,2.0,1.5,No,Offline,Average,Average,No,2,Middle,7.0,68.75,Cukup (60-75),4-6 jam,>90%,Rendah (1-3)
20,Male,2.48,53.5,7.3,6.6,2.6,2.59,Yes,Online,Good,Good,No,1,Middle,7.8,50.1,Kurang (<60),2-4 jam,<60%,Tinggi (5-7)
22,Female,7.41,88.1,6.7,4.1,2.3,2.64,Yes,Hybrid,Good,Good,Yes,1,High,3.9,90.67,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
22,Female,7.46,92.5,5.4,9.2,6.0,3.06,No,Hybrid,Average,Average,No,1,Middle,1.6,84.52,Baik (75-90),6-8 jam,>90%,Sangat Tinggi (7-10)
17,Female,5.34,78.0,7.4,4.9,5.1,2.4,No,Online,Poor,Average,No,1,Middle,1.0,83.56,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
20,Male,5.61,83.0,4.5,2.9,5.4,2.59,No,Offline,Good,Excellent,No,5,High,4.4,89.39,Baik (75-90),4-6 jam,80-90%,Rendah (1-3)
21,Male,2.16,68.9,7.8,3.9,1.3,3.11,No,Hybrid,Good,Excellent,Yes,3,Middle,2.2,90.04,Sangat Baik (>90),2-4 jam,60-70%,Sedang (3-5)
24,Female,8.12,75.3,5.9,10.0,7.8,3.27,No,Online,Average,Excellent,Yes,0,Middle,4.6,69.64,Cukup (60-75),> 8 jam,70-80%,Sangat Tinggi (7-10)
21,Female,4.93,96.9,8.2,4.1,3.8,2.41,No,Online,Good,Good,No,2,Middle,3.1,98.08,Sangat Baik (>90),4-6 jam,>90%,Sedang (3-5)
18,Male,9.09,90.8,5.7,8.8,4.2,2.82,Yes,Hybrid,Average,Good,Yes,3,Middle,6.8,95.05,Sangat Baik (>90),> 8 jam,>90%,Sangat Tinggi (7-10)
23,Male,3.88,88.5,7.5,2.9,2.9,2.81,Yes,Online,Poor,Average,No,2,Low,4.8,80.64,Baik (75-90),2-4 jam,80-90%,Rendah (1-3)
22,Male,5.96,75.8,7.9,4.8,4.7,2.73,Yes,Offline,Poor,Poor,Yes,3,Middle,5.1,90.0,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
17,Male,6.76,72.7,9.4,2.7,1.2,3.39,No,Online,Good,Good,Yes,2,Middle,4.2,97.93,Sangat Baik (>90),6-8 jam,70-80%,Rendah (1-3)
21,Female,6.6,85.3,7.0,5.3,2.8,2.43,Yes,Online,Average,Good,No,2,Middle,1.0,88.88,Baik (75-90),6-8 jam,80-90%,Tinggi (5-7)
19,Male,4.8,70.3,4.7,6.0,3.3,3.13,Yes,Offline,Good,Average,Yes,1,High,4.8,68.63,Cukup (60-75),4-6 jam,70-80%,Tinggi (5-7)
24,Male,7.17,74.3,8.7,9.5,4.6,2.71,No,Online,Average,Excellent,No,1,Low,1.9,93.5,Sangat Baik (>90),6-8 jam,70-80%,Sangat Tinggi (7-10)
17,Female,5.8,81.8,9.2,9.6,4.9,2.81,Yes,Online,Good,Average,No,1,Low,6.3,94.41,Sangat Baik (>90),4-6 jam,80-90%,Sangat Tinggi (7-10)
17,Male,5.07,100.0,5.8,6.2,0.7,2.93,Yes,Online,Poor,Average,No,2,High,1.5,86.28,Baik (75-90),4-6 jam,>90%,Tinggi (5-7)
21,Female,2.97,66.9,8.1,3.5,3.7,3.84,No,Hybrid,Good,Average,Yes,3,Middle,2.9,97.01,Sangat Baik (>90),2-4 jam,60-70%,Sedang (3-5)
19,Female,7.57,83.1,6.7,5.7,6.3,2.8,No,Online,Poor,Good,No,3,High,3.2,96.77,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
18,Male,5.09,71.6,5.5,4.9,4.5,2.87,No,Online,Poor,Poor,Yes,2,Low,3.2,80.04,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
21,Female,5.98,87.6,8.1,6.2,3.6,2.6,No,Offline,Average,Average,No,4,High,3.6,98.81,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
19,Female,4.9,87.8,7.8,4.9,2.3,2.88,No,Hybrid,Good,Good,Yes,1,High,4.0,89.54,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
17,Male,5.71,70.8,9.0,1.0,4.3,2.66,Yes,Online,Average,Good,Yes,3,Low,4.4,88.07,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
24,Male,4.29,97.8,6.7,4.9,1.5,3.28,No,Hybrid,Average,Good,No,3,Low,5.0,86.21,Baik (75-90),4-6 jam,>90%,Sedang (3-5)
19,Female,10.11,67.9,5.8,2.4,4.8,2.28,No,Hybrid,Average,Average,No,2,Middle,4.0,95.98,Sangat Baik (>90),> 8 jam,60-70%,Rendah (1-3)
17,Female,8.62,67.9,6.4,3.8,3.1,3.2,Yes,Online,Poor,Good,Yes,2,Low,4.1,97.16,Sangat Baik (>90),> 8 jam,60-70%,Sedang (3-5)
23,Female,6.37,75.1,4.5,3.7,6.4,3.19,Yes,Hybrid,Good,Good,No,1,High,6.5,77.67,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
21,Male,5.59,91.1,6.9,3.9,4.3,1.91,Yes,Online,Average,Average,No,4,Middle,1.3,92.95,Sangat Baik (>90),4-6 jam,>90%,Sedang (3-5)
22,Female,6.36,81.1,6.5,4.7,2.9,2.03,No,Online,Poor,Excellent,Yes,2,High,5.4,84.12,Baik (75-90),6-8 jam,80-90%,Sedang (3-5)
21,Male,3.34,89.3,7.6,3.8,3.1,2.95,No,Offline,Average,Good,Yes,1,High,4.0,66.97,Cukup (60-75),2-4 jam,80-90%,Sedang (3-5)
23,Female,6.21,89.2,8.3,4.7,2.9,2.7,Yes,Online,Poor,Average,Yes,2,Middle,2.7,94.96,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
20,Female,4.84,67.1,7.8,7.0,4.1,2.82,No,Online,Poor,Excellent,Yes,1,Middle,5.3,72.81,Cukup (60-75),4-6 jam,60-70%,Sangat Tinggi (7-10)
20,Female,4.19,66.6,7.9,4.4,3.4,3.56,No,Offline,Average,Excellent,Yes,0,Low,5.1,82.04,Baik (75-90),4-6 jam,60-70%,Sedang (3-5)
20,Female,3.67,85.9,8.4,6.7,3.4,2.25,Yes,Offline,Good,Excellent,Yes,2,Middle,5.9,73.47,Cukup (60-75),2-4 jam,80-90%,Tinggi (5-7)
21,Female,3.68,78.5,9.8,6.5,5.9,2.3,Yes,Online,Poor,Good,No,1,High,4.9,55.69,Kurang (<60),2-4 jam,70-80%,Tinggi (5-7)
18,Female,5.97,85.5,7.9,7.7,3.4,3.44,No,Online,Good,Average,Yes,2,Low,6.4,91.0,Sangat Baik (>90),4-6 jam,80-90%,Sangat Tinggi (7-10)
21,Male,5.06,88.9,5.7,8.8,0.7,2.96,No,Offline,Average,Average,No,1,Middle,4.1,79.58,Baik (75-90),4-6 jam,80-90%,Sangat Tinggi (7-10)
24,Female,3.45,87.9,6.7,6.7,7.6,3.18,No,Hybrid,Poor,Good,No,1,High,4.3,70.0,Cukup (60-75),2-4 jam,80-90%,Tinggi (5-7)
23,Female,5.84,87.3,7.4,4.6,2.8,1.96,Yes,Offline,Poor,Excellent,No,1,Middle,3.1,74.42,Cukup (60-75),4-6 jam,80-90%,Sedang (3-5)
24,Male,5.3,82.9,6.1,5.2,2.2,2.75,No,Offline,Poor,Good,No,1,Middle,2.4,83.74,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
23,Female,4.83,79.7,4.7,3.0,4.1,3.07,Yes,Hybrid,Average,Excellent,Yes,0,High,2.7,77.32,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
22,Male,7.89,98.6,5.2,4.4,3.3,3.86,Yes,Offline,Good,Average,Yes,2,Low,4.6,87.59,Baik (75-90),6-8 jam,>90%,Sedang (3-5)
19,Female,4.5,85.3,7.5,7.1,2.0,3.15,No,Offline,Good,Good,No,2,High,4.8,91.3,Sangat Baik (>90),4-6 jam,80-90%,Sangat Tinggi (7-10)
21,Female,2.38,90.5,7.3,8.3,3.2,3.61,No,Hybrid,Average,Excellent,Yes,3,High,2.7,89.51,Baik (75-90),2-4 jam,>90%,Sangat Tinggi (7-10)
21,Male,5.31,96.8,6.3,6.9,4.1,3.6,No,Offline,Average,Good,Yes,2,Low,2.1,92.23,Sangat Baik (>90),4-6 jam,>90%,Tinggi (5-7)
17,Female,3.06,84.7,8.5,5.0,4.6,3.54,Yes,Offline,Average,Excellent,No,2,Middle,3.1,98.61,Sangat Baik (>90),2-4 jam,80-90%,Tinggi (5-7)
23,Male,6.66,84.4,4.7,6.5,3.4,3.09,No,Hybrid,Poor,Good,Yes,1,Middle,3.8,94.98,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
17,Female,6.14,75.8,7.2,2.7,3.8,3.18,No,Offline,Good,Good,No,3,Low,4.0,95.35,Sangat Baik (>90),6-8 jam,70-80%,Rendah (1-3)
17,Male,4.4,66.1,7.5,9.1,5.3,3.52,No,Offline,Average,Good,No,2,Middle,3.8,72.01,Cukup (60-75),4-6 jam,60-70%,Sangat Tinggi (7-10)
21,Male,6.0,78.7,8.5,4.5,5.5,3.19,No,Hybrid,Average,Excellent,No,2,Middle,3.7,90.16,Sangat Baik (>90),6-8 jam,70-80%,Sedang (3-5)
18,Male,4.22,82.1,8.3,4.7,1.4,2.57,Yes,Offline,Poor,Good,No,0,High,6.7,84.02,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
19,Male,4.11,69.2,6.8,3.6,4.8,3.52,Yes,Hybrid,Good,Average,Yes,1,Middle,1.7,97.62,Sangat Baik (>90),4-6 jam,60-70%,Sedang (3-5)
19,Female,1.51,93.2,5.1,3.2,2.9,3.33,No,Hybrid,Average,Good,No,1,High,4.3,85.32,Baik (75-90),0-2 jam,>90%,Sedang (3-5)
24,Female,0.9,88.2,5.5,8.0,2.3,2.69,No,Offline,Good,Good,Yes,2,Low,6.5,63.79,Cukup (60-75),0-2 jam,80-90%,Sangat Tinggi (7-10)
23,Male,4.2,88.6,7.7,7.9,4.7,2.77,No,Offline,Poor,Poor,No,1,Low,4.2,65.51,Cukup (60-75),4-6 jam,80-90%,Sangat Tinggi (7-10)
