Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score
STU07301,21,Male,6.8,69.4,6.6,7.7,3.8,3.07,No,Hybrid,Average,Good,No,3,Middle,8.6,81.9
STU07302,24,Male,6.98,74.4,8.2,4.2,2.9,2.5,Yes,Hybrid,Poor,Average,Yes,4,Low,4.7,96.54
STU07303,19,Male,1.62,64.6,6.1,5.2,5.9,3.17,No,Online,Average,Good,Yes,1,Low,6.5,62.52
STU07304,22,Female,4.47,84.9,8.5,6,5.4,3.1,Yes,Online,Average,Good,No,1,High,4.3,73.17
STU07305,23,Female,7.67,86.6,4.8,1,5.6,3.34,Yes,Offline,Average,Good,Yes,4,Middle,3.1,94.85
STU07306,21,Male,1.98,74.5,7.4,3.5,2.5,4,No,Online,Average,Poor,No,2,Low,1.9,87.76
STU07307,24,Female,5.81,76.7,8.1,8.4,2.1,3.36,Yes,Offline,Poor,Good,Yes,1,High,7.7,75.29
STU07308,24,Female,5.64,77.6,6.8,4.9,4.1,2.61,No,Offline,Average,Good,No,1,High,4.6,87.59
STU07309,20,Male,8.8,71.3,7.2,4.1,3.3,2.14,No,Online,Poor,Average,No,1,Low,4.5,86.47
STU07310,24,Female,7.56,83,5.3,6,3.5,3.13,Yes,Offline,Average,Average,No,5,Middle,4.6,86.04
STU07311,18,Female,4.19,68,8.2,5.9,4,3.16,No,Hybrid,Average,Average,Yes,3,Low,7.5,84.98
STU07312,22,Male,2.16,73.3,7.6,2.7,3.4,3.85,No,Offline,Good,Good,Yes,2,Middle,4,96.55
STU07313,23,Female,4.28,90,8.1,3.7,7.3,3.18,Yes,Hybrid,Average,Good,No,3,Middle,4.5,77.48
STU07314,18,Male,5.16,73.2,8,6.5,2,3.2,Yes,Hybrid,Average,Excellent,Yes,3,Middle,6.6,91.02
STU07315,17,Female,4.92,84.1,4.9,3.7,5.2,3.15,Yes,Online,Average,Average,Yes,2,Middle,4.2,84.32
STU07316,21,Female,4.11,89.7,7.1,7.3,5.8,2.86,Yes,Offline,Average,Excellent,No,1,Middle,2,82.47
STU07317,24,Female,3.1,86.2,5.7,1,5.2,2.79,Yes,Online,Poor,Good,No,1,Middle,2.4,79.62
STU07318,17,Male,7.46,88.9,8.6,5.8,5.2,2.92,No,Hybrid,Good,Average,Yes,2,Low,3.4,94.84
STU07319,23,Male,4.21,82.4,8.3,8.9,4,2.69,Yes,Online,Average,Poor,No,0,High,6.4,60.51
STU07320,22,Male,3.5,89.7,7.4,4.9,4.3,2.87,Yes,Offline,Average,Average,No,1,Low,6.4,72.35
STU07321,18,Female,5.39,79.5,3,3.6,3.6,3.1,Yes,Online,Average,Excellent,Yes,2,Middle,2.5,91.62
STU07322,18,Male,5.24,67.6,8.5,3.8,0.5,2.72,No,Offline,Average,Average,No,3,Low,3.4,93.46
STU07323,21,Female,4.94,78.4,8.1,5.8,5,3.14,No,Offline,Average,Average,No,2,Middle,2.3,97.89
STU07324,22,Male,7.33,76.7,4.6,4.8,5.2,3.36,Yes,Offline,Good,Average,No,3,Low,5,99.84
STU07325,24,Male,2.98,63.8,4.4,6.2,2.8,3.82,No,Online,Average,Excellent,Yes,0,Low,6.9,75.5
STU07326,20,Male,5.49,83.8,9.9,5.1,5.8,2.79,No,Offline,Good,Average,No,3,Middle,6.5,96.39
STU07327,20,Non-Binary,6.98,87.6,4.7,2.3,3.4,3.97,No,Offline,Poor,Average,Yes,1,Middle,4.6,88.95
STU07328,21,Female,4.08,66.2,6.6,5.4,5.8,2.95,No,Hybrid,Poor,Good,Yes,1,Middle,7.9,72.86
STU07329,22,Male,5.27,69.5,4.7,2.1,3,2.4,No,Offline,Poor,Good,No,2,Low,3.7,78.24
STU07330,21,Male,6.26,75.9,7.4,6.1,6,2.27,No,Offline,Poor,Good,Yes,1,Low,5.9,66.71
STU07331,22,Female,6.01,74,8.1,5.5,3.9,3.37,No,Online,Average,Good,Yes,2,Middle,1.9,98.25
STU07332,23,Male,5.02,91.8,5.6,2.4,7.2,2.86,No,Hybrid,Good,Excellent,Yes,1,Low,5.2,85.31
STU07333,23,Female,2.56,74.5,8.2,7.6,5.8,3.84,No,Hybrid,Good,Excellent,Yes,0,Low,5.7,70.56
STU07334,17,Female,3.22,82.7,5,5.5,7.1,2.47,No,Online,Average,Good,No,2,Low,1.9,66.52
STU07335,24,Female,5.02,67.9,4.8,4.4,5.6,2.82,No,Online,Poor,Average,Yes,1,Low,6.1,84.06
STU07336,21,Female,4.41,76,6.7,5.7,4.4,2.66,Yes,Online,Average,Good,No,1,Low,6.2,75.95
STU07337,24,Female,4.39,84.6,8.5,5.4,7.8,2.63,No,Online,Good,Average,Yes,1,Middle,3.1,90.42
STU07338,22,Female,3.95,71.6,6.9,1,5.8,2.47,No,Hybrid,Good,Average,No,3,Low,4.1,95.46
STU07339,20,Female,1.58,54.7,6.5,6.6,0.8,3.43,No,Offline,Good,Excellent,No,0,High,3.1,70.59
STU07340,24,Female,6.2,83.7,7.2,4.8,2.9,3.6,Yes,Offline,Poor,Excellent,Yes,3,Low,3.1,85.6
STU07341,22,Male,2.92,84.1,8.5,7.7,8.2,3.53,No,Offline,Average,Good,No,0,High,7.7,72.42
STU07342,23,Male,8.09,87.4,7.8,5.2,4.6,2.9,No,Online,Good,Excellent,No,3,High,2.5,86.22
STU07343,22,Male,10.47,91,6,5.2,5,2.12,Yes,Offline,Average,Excellent,No,2,Low,3.4,99.42
STU07344,21,Female,6.55,70.7,8.9,6.6,1.4,2.85,No,Offline,Good,Good,Yes,1,Low,1.9,89.4
STU07345,17,Female,5.92,68.9,6,6.7,1.6,2.67,No,Offline,Average,Good,No,4,Low,4.3,92.5
STU07346,17,Male,3.76,59.2,8.3,1,2.7,3.54,Yes,Hybrid,Average,Good,Yes,2,Middle,4.4,96.46
STU07347,17,Male,3.07,84.2,7,3,1,3.1,No,Offline,Poor,Average,Yes,1,Middle,5.8,79.24
STU07348,17,Male,4.2,78.3,6.2,5.2,4.1,3.16,No,Online,Poor,Average,No,2,Middle,5.9,71.74
STU07349,23,Female,6.99,75.9,8.2,6.5,4.1,3.55,Yes,Hybrid,Good,Good,Yes,1,Middle,5.5,99.16
STU07350,19,Female,5.07,96.4,6.8,2.8,2.3,2.2,No,Hybrid,Average,Average,No,0,Low,2.9,94.31
STU07351,24,Female,1.81,78.6,6.7,6.7,2.9,3.16,Yes,Hybrid,Average,Average,No,2,High,3.5,73.93
STU07352,21,Male,6.58,78.9,8.4,4.4,4.3,3.13,No,Offline,Poor,Average,No,2,Middle,2.6,97.72
STU07353,18,Female,4.02,74.7,6.5,3.9,1.5,2.8,Yes,Online,Poor,Average,Yes,3,High,2.4,83.76
STU07354,21,Male,6.62,84.9,7.3,8,2.9,3.13,Yes,Offline,Poor,Excellent,No,2,Middle,4.7,80.57
STU07355,19,Female,5.02,73.8,9.3,8.4,4.2,2.67,No,Hybrid,Average,Good,No,0,Middle,4.4,80.69
STU07356,17,Male,3.46,87.6,6.6,1.7,3.1,3.15,Yes,Online,Average,Good,Yes,3,High,4.7,90.69
STU07357,19,Female,4.1,95,8.9,4.7,5.1,2.83,No,Offline,Good,Excellent,Yes,2,Middle,1.5,91.56
STU07358,20,Male,6.45,74.5,7.6,5.7,2.7,2.6,No,Hybrid,Average,Excellent,No,1,Middle,4.1,88.06
STU07359,20,Male,3.88,91.3,6.3,5.3,5.6,2.23,No,Hybrid,Poor,Good,No,0,Middle,7.3,67.7
STU07360,24,Non-Binary,7.63,60.1,7.5,5.8,4.4,2.92,Yes,Offline,Good,Excellent,No,1,High,4.2,99.32
STU07361,23,Male,3.46,79.2,6.4,6.4,6.1,3.33,No,Online,Average,Good,No,1,High,2.8,66.08
STU07362,21,Male,7.82,79.2,6.4,3.9,5.4,2.41,No,Hybrid,Average,Average,Yes,2,Middle,3.4,98.88
STU07363,21,Female,2.4,79.2,7.7,5.6,4.9,2.77,No,Online,Poor,Average,Yes,1,Low,4.4,67.55
STU07364,18,Female,2.88,88.3,5,8.9,1.7,3.11,Yes,Online,Average,Good,Yes,0,Middle,5.9,62.41
STU07365,23,Male,6.17,100,5.7,6.2,1.5,3.28,No,Hybrid,Average,Good,No,1,High,3.6,86.81
STU07366,18,Female,7.95,96.1,7.9,4.3,5.8,2.5,No,Offline,Average,Good,Yes,1,Middle,6.3,94.16
STU07367,20,Female,4.42,88.3,6.3,2.4,3.1,2.59,No,Offline,Average,Good,Yes,5,High,4.1,89.94
STU07368,17,Male,6.56,79.6,9.6,3.7,2.5,3.14,Yes,Hybrid,Poor,Poor,Yes,2,Middle,4,96.54
STU07369,19,Male,3.18,72.9,3,6.1,3.6,3.07,Yes,Hybrid,Good,Poor,No,3,High,4.6,80.25
STU07370,18,Male,3.02,80.5,6.7,6.4,4.8,2.76,No,Hybrid,Average,Good,No,3,Low,5.5,78.25
STU07371,22,Female,5.04,76.1,4.6,9.3,4.6,2.7,No,Offline,Poor,Average,Yes,0,Middle,6.7,44.38
STU07372,18,Male,9.21,71.8,5.4,7.2,6.3,2.64,No,Hybrid,Good,Good,No,2,Middle,5.1,90.83
STU07373,17,Male,4.47,82.5,8.9,3.8,1.5,3.49,No,Offline,Poor,Good,Yes,2,Middle,3.1,94.59
STU07374,17,Female,1.85,92.7,7.5,4.8,4.1,3.12,Yes,Offline,Average,Good,Yes,3,Middle,7.5,68.6
STU07375,21,Female,0.14,68.3,7.1,4.4,3.1,3.84,No,Online,Poor,Average,Yes,1,High,7.3,52.06
STU07376,19,Male,4.82,93.6,7.1,5.7,3.7,3.31,No,Offline,Good,Good,Yes,1,High,3.6,92.95
STU07377,17,Female,6.17,83.9,6,8,4.9,3.26,Yes,Online,Poor,Excellent,Yes,1,High,6.6,69.46
STU07378,23,Male,4.26,100,6.7,3,3.4,2.82,Yes,Offline,Poor,Excellent,No,3,Low,4.5,92.9
STU07379,18,Male,5.29,73.8,7.6,7,4.6,2.81,No,Hybrid,Good,Excellent,No,1,Low,5.5,85.63
STU07380,18,Female,3.43,90.7,5.5,6,2.2,2.87,No,Offline,Poor,Good,No,1,Middle,6.3,57.21
STU07381,20,Female,7.43,67.6,6.7,6.6,5.8,3.41,No,Offline,Poor,Average,No,4,High,3,98.95
STU07382,17,Male,5.94,71.8,5,2.2,2.2,2.57,No,Online,Poor,Good,No,1,Low,4.3,88.09
STU07383,22,Female,2.21,80.7,3.4,1.3,4.4,2.76,Yes,Online,Average,Excellent,Yes,0,Middle,4.4,72.41
STU07384,21,Female,3.73,81.6,6.3,5.4,3.9,3.18,Yes,Hybrid,Average,Average,No,2,Middle,7.2,63.94
STU07385,19,Male,7.33,87.1,5.4,5.2,3.5,1.88,No,Hybrid,Average,Average,No,2,Middle,5.6,99.43
STU07386,22,Female,4.87,67.9,5.4,8.1,4.8,3.09,No,Online,Poor,Average,No,0,Middle,6,73.33
STU07387,21,Male,0.28,77,6.7,6.2,3.1,2.29,Yes,Hybrid,Good,Good,Yes,1,Middle,8.8,50.31
STU07388,18,Non-Binary,4.14,76.5,7.1,6,4.1,2.66,No,Online,Good,Good,Yes,2,Low,6.2,82.68
STU07389,22,Female,3.92,78.9,7.6,6,6,3.23,Yes,Hybrid,Good,Poor,No,2,Low,4.1,82.38
STU07390,21,Male,0.7,87.6,8.9,5.5,6,2.96,No,Offline,Poor,Excellent,No,1,High,7.7,53.21
STU07391,18,Male,5.81,95.6,5,2,4.4,2.71,No,Hybrid,Average,Good,Yes,4,Middle,1.6,96.9
STU07392,18,Male,7.63,64.8,8.3,3.6,2.5,2.64,Yes,Hybrid,Average,Average,No,2,High,4.3,89.36
STU07393,18,Male,3.81,83.2,7.2,5.1,4.2,2.73,Yes,Hybrid,Good,Average,Yes,4,Low,1.8,96.65
STU07394,18,Male,3.12,77.9,7,4.1,2.5,3.54,Yes,Offline,Good,Average,No,3,Middle,4.7,76.81
STU07395,23,Male,4.44,81.6,8.2,6.5,3.2,2.28,Yes,Hybrid,Average,Good,Yes,0,Middle,2.8,76.24
STU07396,18,Female,3.93,86.4,8.1,3.6,5.7,3.5,No,Online,Poor,Average,Yes,1,High,5.4,92.88
STU07397,20,Male,4.71,85,8.9,5.5,1.8,2.59,Yes,Online,Poor,Good,Yes,0,High,3.7,85.49
STU07398,22,Female,5.88,62.3,5,3.9,1.5,2.58,No,Offline,Average,Good,Yes,1,Low,6.3,75.61
STU07399,21,Female,1.73,89.8,6.4,6.5,4.1,2.81,No,Hybrid,Average,Good,Yes,0,Middle,6.1,56.71
STU07400,20,Male,4.18,81.7,7.8,5.2,3,3.82,No,Online,Average,Average,No,2,Middle,1,99.6
STU07401,23,Female,8.57,72.2,6.9,4.1,2.9,3.7,No,Hybrid,Good,Good,No,3,High,3,93.97
STU07402,24,Male,4.56,87,6.1,4.9,2.6,3.63,Yes,Offline,Average,Excellent,Yes,0,Middle,3.1,91.56
STU07403,24,Male,5.04,80.1,7.4,6.1,4.9,2.21,Yes,Offline,Average,Poor,No,1,High,5.7,64.85
STU07404,20,Female,5.5,57.2,8.6,4.4,0.7,2.95,No,Online,Poor,Poor,Yes,2,Low,6.3,89.89
STU07405,17,Male,3.2,82.8,8,1.7,3.7,3.15,No,Offline,Good,Good,Yes,2,Middle,6,97.56
STU07406,17,Female,2.07,95.3,5.5,4.4,4.4,2.69,Yes,Online,Good,Good,Yes,1,Middle,5.2,67.14
STU07407,17,Female,9.32,80,6.8,5.9,3.5,1.84,No,Offline,Average,Average,Yes,0,Low,1.9,93.68
STU07408,19,Non-Binary,4.87,71.2,7.7,4.3,5.2,2.72,No,Offline,Average,Good,No,1,High,2.9,89.1
STU07409,17,Female,2.82,89.3,8.1,4.9,4.6,2.2,Yes,Online,Good,Good,Yes,2,High,6.3,66.58
STU07410,21,Female,6.56,73.7,7.5,8.5,3.2,3.67,No,Hybrid,Average,Excellent,No,1,High,3.4,96.15
STU07411,20,Male,4.02,89.1,6.4,5.7,2.2,2.21,Yes,Hybrid,Average,Average,No,2,Low,3.6,59.85
STU07412,21,Male,2.97,92.2,5.5,6.8,2.5,3.39,No,Hybrid,Average,Good,No,1,Middle,3.3,88.43
STU07413,22,Female,3.8,80.6,7.7,7,0.5,1.59,No,Online,Average,Poor,No,0,Middle,7.8,62.46
STU07414,17,Male,2.13,65.9,5.7,4,4.2,2.55,Yes,Offline,Poor,Good,No,0,Low,6.6,57.79
STU07415,23,Male,2.8,88.8,4.4,3.9,4.7,3.65,Yes,Hybrid,Poor,Good,No,3,High,4.8,79.71
STU07416,19,Male,6.59,84.2,6.8,4.7,1.1,2.73,No,Hybrid,Poor,Average,No,2,Low,2.9,97.72
STU07417,22,Female,5.03,75.2,5.6,5,3.7,3.43,Yes,Hybrid,Average,Excellent,Yes,2,High,3.4,88.52
STU07418,23,Male,4.27,89.3,6.3,2.9,5.5,2.94,Yes,Hybrid,Poor,Poor,No,2,Middle,4.8,89.96
STU07419,19,Female,7.39,80.9,8,4.2,5.8,2.8,No,Hybrid,Good,Good,No,2,Middle,3.7,98.43
STU07420,24,Male,6.21,58.6,6.6,5.9,2.9,3.08,Yes,Online,Average,Average,No,2,Low,6.8,65.96
STU07421,22,Male,4.01,84.9,6.6,6,5,3.33,No,Offline,Average,Good,Yes,3,Low,4.7,91.63
STU07422,24,Male,1.88,74.2,5.3,2.3,4.8,3.94,Yes,Offline,Poor,Poor,Yes,0,Middle,4.9,76.79
STU07423,20,Male,3.74,73,8.2,6.1,3.5,2.72,No,Offline,Average,Excellent,Yes,0,Middle,6.5,60.94
STU07424,21,Female,7.33,94.9,5.2,7.5,5,3.02,Yes,Online,Average,Excellent,No,4,High,2.6,97.1
STU07425,18,Male,2.96,74.9,7.1,5,2.7,2.73,No,Offline,Poor,Excellent,Yes,2,Low,4,88.25
STU07426,21,Male,9.07,78.6,8.2,4.8,4.4,2.59,Yes,Offline,Average,Average,No,1,Low,5.7,94.78
STU07427,17,Female,4.38,71.1,8,9.3,2.5,2.49,No,Offline,Poor,Good,Yes,0,Middle,4.8,78.86
STU07428,24,Female,2.12,73.8,7.5,4.4,4.3,1.8,No,Online,Average,Poor,Yes,1,High,5.5,62
STU07429,23,Male,3.91,80.9,7.8,2.7,5.8,3.65,No,Offline,Average,Excellent,Yes,3,Low,4.5,86.91
STU07430,18,Male,7.66,82,7.2,3.2,3.3,3.14,No,Hybrid,Poor,Good,No,1,Low,2.2,90.04
STU07431,19,Non-Binary,3.58,91.8,5.9,7.8,3.6,2.83,Yes,Online,Average,Good,Yes,1,Low,6.8,53.41
STU07432,24,Female,5.7,90.3,7,7,4.4,2.77,No,Offline,Average,Good,No,3,Low,7.1,80.93
STU07433,20,Male,6.27,70,5.4,3.1,6.4,3.2,Yes,Hybrid,Good,Poor,No,3,Low,3.3,82.9
STU07434,20,Male,3.71,77.5,9.2,5.5,1.7,3.26,No,Offline,Poor,Good,No,3,Middle,5.3,75.99
STU07435,24,Male,6.9,79.2,8.2,3.2,6.1,3.38,No,Hybrid,Average,Average,No,3,High,3.4,98.83
STU07436,24,Male,7.62,76.7,6,4.1,3,3.38,Yes,Hybrid,Good,Excellent,No,2,Low,4,88.35
STU07437,24,Female,6.38,75.9,8.6,7.8,4.3,2.82,No,Offline,Average,Excellent,Yes,2,High,3.9,90.55
STU07438,19,Female,1.32,91.6,8.1,3.4,4.5,2.84,Yes,Online,Poor,Good,No,0,Middle,7.1,59.37
STU07439,17,Male,5.42,83.5,7,6.4,3.2,3.6,Yes,Online,Average,Excellent,Yes,1,High,2.4,88.78
STU07440,19,Female,6.28,85.9,8.8,3.7,2.9,3.12,No,Hybrid,Average,Average,No,2,High,4.9,91.44
STU07441,22,Male,6.59,84.2,7.2,4.8,3.7,2.4,No,Online,Poor,Excellent,Yes,3,High,4,90.87
STU07442,23,Male,8.45,76.7,8.2,6.3,2,3.54,No,Online,Average,Average,Yes,0,Middle,1.3,91.55
STU07443,24,Male,5.42,66.3,7.5,3.6,3.9,2.82,Yes,Offline,Good,Good,Yes,1,High,4.3,94.13
STU07444,23,Male,4.93,75.7,6.1,3.4,3.6,2.71,No,Offline,Good,Good,No,3,Middle,3.7,96.33
STU07445,17,Female,0.78,77.7,5.2,6.1,4.6,3.5,No,Offline,Average,Poor,No,0,Low,5.1,53.37
STU07446,18,Male,2.52,84.5,7.8,7.4,4.1,2.95,Yes,Hybrid,Average,Average,No,0,High,5.6,69.19
STU07447,19,Male,7.07,73.2,6.8,3.4,3.4,2.49,No,Offline,Average,Poor,Yes,2,Middle,1.4,99.05
STU07448,17,Female,2.56,75.8,7.2,6.1,3.2,2.38,No,Hybrid,Average,Excellent,No,0,Low,5,58.97
STU07449,23,Female,4.36,74.6,7.1,3.1,3.9,3.04,No,Hybrid,Good,Average,Yes,2,High,3.5,98.93
STU07450,18,Female,1.49,73,8.2,5.8,6.9,3.99,No,Offline,Average,Good,Yes,2,Middle,2.6,72.51
STU07451,19,Female,4.26,93.9,7.2,4.3,1.5,2.25,Yes,Offline,Poor,Good,No,0,Middle,2.6,84.54
STU07452,20,Male,2.41,91.6,6.5,2.7,2.5,3.39,No,Online,Poor,Average,No,2,Middle,2.2,94.05
STU07453,19,Female,5.76,94.3,7.2,2.6,6.2,2,No,Online,Good,Good,Yes,2,Middle,3.6,98.15
STU07454,21,Female,4.67,93.5,6.9,7.1,5.3,2.84,No,Offline,Average,Good,No,2,Middle,5.2,81.74
STU07455,19,Female,5.51,68.6,6.5,4.7,1.6,4,Yes,Hybrid,Poor,Average,No,1,Middle,2.1,98.2
STU07456,21,Female,1.78,93.8,6.6,5.9,7.6,2.58,No,Hybrid,Average,Good,No,0,High,5,54.22
STU07457,18,Male,4.42,76.7,7.4,2.8,4.1,3.34,Yes,Online,Average,Average,Yes,2,High,4.2,89.44
STU07458,19,Female,6.5,85.9,8.2,8,4,3.42,No,Online,Poor,Average,Yes,3,Low,4.2,89.52
STU07459,18,Male,0.55,75.4,8,9.3,4.5,3.63,No,Offline,Poor,Good,Yes,2,Middle,5.8,47.62
STU07460,18,Male,3.59,76.9,6.2,3.7,4,3.8,Yes,Online,Good,Good,Yes,3,Low,6.9,86.92
STU07461,23,Male,4.62,64.7,6.5,3.9,2.4,3.59,Yes,Offline,Good,Excellent,Yes,3,High,4,94.09
STU07462,17,Female,6.43,55.4,5.6,4.2,6.4,3.77,No,Online,Average,Excellent,No,3,High,3.9,88
STU07463,18,Male,5.99,74.4,8.1,6.4,4.8,2.08,No,Hybrid,Average,Good,Yes,1,Middle,4.7,70.29
STU07464,18,Female,6.05,77,6.9,6.2,0.5,2.78,Yes,Offline,Good,Average,No,4,High,5.3,92.98
STU07465,23,Male,5.48,82,8.1,5.3,3,2.62,No,Offline,Average,Average,Yes,3,Middle,5.3,83.06
STU07466,23,Female,6.36,79.3,6.6,4.8,5.5,3.61,Yes,Offline,Poor,Average,No,1,Middle,1.5,88.59
STU07467,19,Male,4.5,86.1,7,7.4,3.9,2.93,Yes,Online,Average,Good,No,3,Middle,3.8,77.71
STU07468,23,Female,4.59,83.9,7.2,6.3,3.1,2.5,Yes,Online,Average,Excellent,Yes,2,Middle,3.5,88
STU07469,19,Female,2.49,79.7,5.9,2.8,3.8,2.76,No,Offline,Average,Average,No,3,Middle,5.7,63.8
STU07470,20,Male,4.4,75.5,6.2,3.7,2.4,2.79,No,Online,Average,Average,Yes,2,Middle,5.3,83.96
STU07471,23,Male,4.31,77.5,6.9,5.4,3,3.19,No,Online,Average,Good,Yes,2,Low,1.8,98.33
STU07472,17,Female,7.89,94.8,7.1,4.5,6.5,2.94,No,Hybrid,Average,Poor,Yes,1,Low,4.1,86.81
STU07473,18,Female,2.61,73.3,7.3,5.8,5.4,2.74,No,Hybrid,Poor,Good,Yes,0,Low,9,52.79
STU07474,17,Female,5.35,75.7,5.8,5.2,2.3,3.01,No,Hybrid,Poor,Good,No,1,Middle,4.9,77.25
STU07475,21,Male,4.26,86,5.6,4.8,3.4,1.65,Yes,Online,Good,Good,No,2,High,4.3,69.96
STU07476,24,Female,4.93,78.4,7.8,5,4.8,3.73,No,Online,Average,Average,Yes,2,High,2.1,87.94
STU07477,23,Male,6.98,82.2,5.8,4.5,4.4,2.76,No,Online,Poor,Excellent,No,1,Middle,3,94.33
STU07478,18,Female,4.71,89.3,7.1,6.1,0.5,2.42,No,Hybrid,Poor,Poor,No,2,High,2.6,86.02
STU07479,17,Female,3.01,77.3,6.2,3.6,3.6,2.86,No,Online,Average,Excellent,Yes,1,Middle,4.4,75.16
STU07480,23,Male,5.06,66.5,7.4,4.7,1.8,2.59,No,Hybrid,Average,Average,Yes,2,Middle,4.3,98.22
STU07481,23,Female,6.78,86.9,7.3,4.1,5.5,2.15,Yes,Offline,Average,Excellent,Yes,2,Middle,3.9,91.67
STU07482,24,Female,5.49,56.5,8.2,2.1,4,4,Yes,Offline,Average,Good,No,2,Low,3,94.62
STU07483,20,Female,6.26,88.5,9,3.7,3.7,3.15,No,Hybrid,Good,Average,Yes,3,Middle,1.4,89.26
STU07484,20,Male,2.16,75.3,5.7,3.7,2.1,3.09,Yes,Offline,Average,Excellent,Yes,2,Low,6.2,76.26
STU07485,18,Male,6.73,74,8.6,8.6,1.5,2.65,No,Offline,Good,Good,No,3,High,3,97.16
STU07486,21,Female,3.92,79.3,6.4,7.5,4.3,2.37,No,Online,Average,Poor,No,0,Low,5.9,64.26
STU07487,20,Male,2.49,66.9,7.2,4.4,6.2,2.7,No,Offline,Poor,Average,Yes,3,Low,4.6,59.98
STU07488,24,Male,5.52,64,7.2,3.7,4.3,3.61,Yes,Offline,Poor,Good,No,0,High,4.1,78.68
STU07489,20,Non-Binary,2.04,59.6,6.4,6.1,5.7,3.18,Yes,Online,Poor,Good,No,0,Low,5.6,53.42
STU07490,21,Male,5.43,76.2,8.8,5.4,4.1,2.97,Yes,Hybrid,Poor,Good,Yes,0,Middle,3,74.47
STU07491,17,Non-Binary,8.05,72.5,6,1,6.7,1.92,No,Offline,Average,Good,No,2,Low,3.1,82.57
STU07492,20,Male,3.79,57.1,5.2,6.9,1.6,2.88,No,Online,Poor,Good,Yes,1,Low,5.8,62.61
STU07493,24,Male,3.13,84.7,7.7,2,4.9,3.04,Yes,Offline,Average,Good,No,1,Middle,5.2,78.92
STU07494,19,Female,7.11,73.7,6.9,5.4,6.8,2.3,No,Hybrid,Average,Good,Yes,2,Middle,4.6,64.99
STU07495,24,Female,6.19,89,6.4,5.4,4.1,2.13,No,Online,Good,Average,Yes,3,Low,2,92.79
STU07496,22,Female,6.62,82.6,9.2,2.7,5.4,3.78,No,Online,Average,Excellent,Yes,2,High,2.9,97.83
STU07497,22,Female,1.1,82.9,6.3,5.5,4.8,2.44,No,Offline,Average,Poor,Yes,1,Middle,7.4,56.35
STU07498,20,Female,3.23,86.7,6.4,5,3.5,2.46,Yes,Hybrid,Poor,Average,No,2,Middle,4.3,64
STU07499,17,Male,8.59,75.2,5.4,5,2.1,3.16,Yes,Online,Poor,Good,No,4,Low,3.4,98.95
STU07500,23,Male,3.26,85.4,7.4,1,6.7,3.64,No,Online,Average,Good,Yes,2,High,2.4,99.7
STU07501,17,Male,3.99,84.2,8.1,5.7,6.6,3.54,Yes,Hybrid,Average,Poor,Yes,0,Middle,6.8,72.93
STU07502,24,Female,5.14,77.3,7.5,7,3.2,2.72,No,Online,Poor,Poor,No,2,Low,3,93.01
STU07503,18,Male,5.33,96.9,9.7,8.4,3.1,3.22,No,Offline,Poor,Good,Yes,3,Middle,4.4,98.9
STU07504,19,Male,4.53,93.9,6,6.1,3.4,3.68,No,Hybrid,Good,Excellent,Yes,2,Low,5,97.61
STU07505,17,Male,0.83,88.1,7.6,9.1,1.7,2.33,No,Hybrid,Poor,Good,No,0,Middle,9.5,42.12
STU07506,21,Male,5.99,80.3,6.6,5.8,2.2,2.14,No,Offline,Average,Good,No,1,Middle,3.3,69.73
STU07507,24,Male,2.58,77.6,6.5,1.5,1.7,2.21,No,Offline,Good,Average,No,3,High,2.3,84.55
STU07508,19,Female,6.81,83.1,6.5,4.4,4.3,2.47,Yes,Online,Average,Average,No,4,High,6.2,82.98
STU07509,22,Male,7.38,81.7,7,4.5,6.1,3.26,No,Online,Poor,Poor,Yes,3,High,5.2,95.16
STU07510,24,Female,2.71,91.7,6.2,7.7,4.2,3.52,Yes,Offline,Average,Average,No,0,Middle,5.2,58.26
STU07511,19,Female,5.17,83.4,7.2,3.5,0.5,2.71,No,Online,Average,Good,Yes,3,Low,1,94.38
STU07512,21,Male,8.15,81.5,6.7,1.9,0.5,3.25,No,Online,Average,Average,Yes,3,Low,3.5,98.69
STU07513,20,Female,8.32,81.2,7.7,8.1,3.9,3.03,No,Online,Good,Poor,No,2,Middle,1.2,98.18
STU07514,21,Male,6.83,79.6,6.1,6,2.1,2.57,No,Hybrid,Poor,Good,No,4,Middle,2.8,88.76
STU07515,21,Female,3.9,94.1,7.2,9.2,3,3.05,No,Online,Poor,Excellent,Yes,1,Low,4.8,82.07
STU07516,20,Non-Binary,5.75,80.7,7.4,5.4,3.7,1.85,Yes,Offline,Average,Excellent,Yes,1,Low,6,66.94
STU07517,20,Female,3.05,79.1,5.6,5.3,3.1,2.65,No,Offline,Average,Good,No,2,High,7.1,79.21
STU07518,20,Female,7.93,92.7,8.5,5.1,5.5,3.31,No,Offline,Poor,Poor,No,2,Middle,3,97.14
STU07519,20,Male,5.65,74.6,6.5,3,5.4,3.26,Yes,Hybrid,Poor,Good,No,3,Low,2.1,96.94
STU07520,20,Male,7.72,66.3,7,1.9,2.9,2.33,No,Offline,Average,Average,Yes,3,High,5,96.25
